instance_id,cluster_name,environment,region,application_name,business_unit,tier,engine,engine_version,instance_class,storage_gb,multi_az,reader_count,owner_team,support_group,criticality,rto_minutes,rpo_minutes,cost_center,patch_group
aur-0134,cluster-0134,QA,us-west-2,app-0134,Finance,Tier-3,Aurora PostgreSQL,14.9,db.r7g.4xlarge,2000,No,4,Platform Team,DBA-L3,High,60,15,CC1134,Quarterly
aur-0135,cluster-0135,UAT,us-east-2,app-0135,Finance,Tier-2,Aurora PostgreSQL,15.7,db.r7g.xlarge,500,No,6,Platform Team,DBA-L3,High,60,1,CC1135,Monthly
aur-0136,cluster-0136,QA,us-west-2,app-0136,Platform,Tier-3,Aurora PostgreSQL,13.12,db.r7g.8xlarge,4000,No,1,DBA Team,DBA-L3,High,60,5,CC1136,Monthly
aur-0137,cluster-0137,STG,us-east-1,app-0137,Retail,Tier-2,Aurora PostgreSQL,14.9,db.r7g.large,250,Yes,8,DBA Team,DBA-L3,High,60,5,CC1137,Monthly
aur-0138,cluster-0138,STG,eu-west-1,app-0138,Consumer,Tier-3,Aurora PostgreSQL,15.7,db.r7g.large,1000,No,7,SRE Team,DBA-L3,High,60,5,CC1138,Monthly
aur-0139,cluster-0139,DEV,us-east-2,app-0139,Platform,Tier-3,Aurora PostgreSQL,16.4,db.r7g.4xlarge,100,Yes,5,DBA Team,DBA-L3,Medium,60,5,CC1139,Monthly
aur-0140,cluster-0140,DEV,us-west-2,app-0140,Platform,Tier-1,Aurora PostgreSQL,14.9,db.r7g.8xlarge,1000,No,3,Platform Team,DBA-L3,Medium,60,15,CC1140,Quarterly
aur-0141,cluster-0141,DEV,eu-west-1,app-0141,Consumer,Tier-3,Aurora PostgreSQL,15.7,db.r7g.8xlarge,4000,No,5,SRE Team,DBA-L3,High,15,1,CC1141,Monthly
aur-0142,cluster-0142,DEV,us-east-1,app-0142,Finance,Tier-2,Aurora PostgreSQL,15.7,db.r7g.xlarge,100,No,3,Platform Team,DBA-L3,Medium,60,15,CC1142,Monthly
aur-0143,cluster-0143,QA,us-east-2,app-0143,Finance,Tier-2,Aurora PostgreSQL,16.4,db.r7g.2xlarge,500,Yes,4,SRE Team,DBA-L3,High,15,15,CC1143,Quarterly
aur-0144,cluster-0144,UAT,us-east-1,app-0144,Finance,Tier-1,Aurora PostgreSQL,14.9,db.r7g.xlarge,250,Yes,2,DBA Team,DBA-L3,Critical,15,5,CC1144,Monthly
aur-0145,cluster-0145,STG,us-east-1,app-0145,Consumer,Tier-3,Aurora PostgreSQL,16.4,db.r7g.8xlarge,1000,No,1,DBA Team,DBA-L3,Critical,60,1,CC1145,Monthly
aur-0146,cluster-0146,DEV,us-east-2,app-0146,Retail,Tier-1,Aurora PostgreSQL,15.7,db.r7g.large,100,No,7,SRE Team,DBA-L3,Critical,15,5,CC1146,Quarterly
aur-0147,cluster-0147,DEV,eu-west-1,app-0147,Retail,Tier-3,Aurora PostgreSQL,14.9,db.r7g.large,1000,No,1,SRE Team,DBA-L3,High,30,5,CC1147,Monthly
aur-0148,cluster-0148,PROD,us-west-2,app-0148,Finance,Tier-1,Aurora PostgreSQL,14.9,db.r7g.large,4000,No,5,SRE Team,DBA-L3,Critical,15,1,CC1148,Monthly
aur-0149,cluster-0149,STG,ap-south-1,app-0149,Retail,Tier-1,Aurora PostgreSQL,15.7,db.r7g.xlarge,100,Yes,4,Platform Team,DBA-L3,High,15,1,CC1149,Quarterly
aur-0150,cluster-0150,STG,eu-west-1,app-0150,Consumer,Tier-2,Aurora PostgreSQL,14.9,db.r7g.4xlarge,4000,No,7,SRE Team,DBA-L3,Medium,60,15,CC1150,Monthly
aur-0151,cluster-0151,STG,ap-south-1,app-0151,Retail,Tier-1,Aurora PostgreSQL,16.4,db.r7g.8xlarge,2000,Yes,5,SRE Team,DBA-L3,Medium,15,15,CC1151,Quarterly
aur-0152,cluster-0152,DEV,us-east-1,app-0152,Finance,Tier-2,Aurora PostgreSQL,14.9,db.r7g.4xlarge,250,No,7,DBA Team,DBA-L3,High,30,15,CC1152,Quarterly
aur-0153,cluster-0153,UAT,eu-west-1,app-0153,Finance,Tier-3,Aurora PostgreSQL,15.7,db.r7g.2xlarge,2000,Yes,4,Platform Team,DBA-L3,Medium,30,15,CC1153,Quarterly
aur-0154,cluster-0154,UAT,us-west-2,app-0154,Finance,Tier-1,Aurora PostgreSQL,14.9,db.r7g.xlarge,100,No,4,DBA Team,DBA-L3,Medium,30,5,CC1154,Quarterly
aur-0155,cluster-0155,UAT,ap-south-1,app-0155,Finance,Tier-2,Aurora PostgreSQL,15.7,db.r7g.4xlarge,4000,No,0,DBA Team,DBA-L3,Medium,60,15,CC1155,Quarterly
aur-0156,cluster-0156,QA,us-west-2,app-0156,Platform,Tier-1,Aurora PostgreSQL,13.12,db.r7g.xlarge,500,Yes,4,DBA Team,DBA-L3,Critical,30,15,CC1156,Quarterly
aur-0157,cluster-0157,UAT,eu-west-1,app-0157,Finance,Tier-1,Aurora PostgreSQL,15.7,db.r7g.large,250,Yes,8,SRE Team,DBA-L3,High,30,15,CC1157,Monthly
aur-0158,cluster-0158,PROD,us-east-2,app-0158,Platform,Tier-1,Aurora PostgreSQL,15.7,db.r7g.2xlarge,4000,No,8,DBA Team,DBA-L3,High,30,1,CC1158,Monthly
aur-0159,cluster-0159,PROD,eu-west-1,app-0159,Platform,Tier-1,Aurora PostgreSQL,15.7,db.r7g.large,4000,No,6,Platform Team,DBA-L3,Medium,15,5,CC1159,Quarterly
aur-0160,cluster-0160,UAT,eu-west-1,app-0160,Platform,Tier-3,Aurora PostgreSQL,16.4,db.r7g.8xlarge,1000,No,4,SRE Team,DBA-L3,High,30,1,CC1160,Quarterly
aur-0161,cluster-0161,STG,ap-south-1,app-0161,Finance,Tier-2,Aurora PostgreSQL,15.7,db.r7g.4xlarge,2000,Yes,8,DBA Team,DBA-L3,Medium,15,5,CC1161,Quarterly
aur-0162,cluster-0162,UAT,ap-south-1,app-0162,Retail,Tier-3,Aurora PostgreSQL,13.12,db.r7g.2xlarge,250,Yes,3,SRE Team,DBA-L3,High,30,15,CC1162,Quarterly
aur-0163,cluster-0163,STG,eu-west-1,app-0163,Consumer,Tier-2,Aurora PostgreSQL,14.9,db.r7g.2xlarge,500,No,2,DBA Team,DBA-L3,High,30,15,CC1163,Monthly
aur-0164,cluster-0164,QA,us-west-2,app-0164,Consumer,Tier-2,Aurora PostgreSQL,15.7,db.r7g.2xlarge,4000,Yes,1,DBA Team,DBA-L3,Medium,60,1,CC1164,Monthly
aur-0165,cluster-0165,PROD,us-east-2,app-0165,Platform,Tier-3,Aurora PostgreSQL,14.9,db.r7g.2xlarge,500,Yes,1,DBA Team,DBA-L3,Medium,30,5,CC1165,Monthly
aur-0166,cluster-0166,DEV,eu-west-1,app-0166,Platform,Tier-3,Aurora PostgreSQL,16.4,db.r7g.xlarge,100,No,5,DBA Team,DBA-L3,High,60,5,CC1166,Monthly
aur-0167,cluster-0167,QA,ap-south-1,app-0167,Platform,Tier-3,Aurora PostgreSQL,14.9,db.r7g.4xlarge,250,Yes,2,SRE Team,DBA-L3,Medium,15,15,CC1167,Quarterly
aur-0168,cluster-0168,DEV,us-east-2,app-0168,Finance,Tier-3,Aurora PostgreSQL,13.12,db.r7g.large,4000,Yes,3,Platform Team,DBA-L3,High,60,1,CC1168,Monthly
aur-0169,cluster-0169,DEV,us-east-1,app-0169,Consumer,Tier-1,Aurora PostgreSQL,15.7,db.r7g.4xlarge,250,No,1,SRE Team,DBA-L3,High,15,5,CC1169,Quarterly
aur-0170,cluster-0170,STG,ap-south-1,app-0170,Finance,Tier-2,Aurora PostgreSQL,15.7,db.r7g.xlarge,250,Yes,1,Platform Team,DBA-L3,Critical,30,5,CC1170,Monthly
aur-0171,cluster-0171,UAT,us-east-2,app-0171,Finance,Tier-2,Aurora PostgreSQL,14.9,db.r7g.large,2000,Yes,0,SRE Team,DBA-L3,High,60,15,CC1171,Quarterly
aur-0172,cluster-0172,PROD,us-west-2,app-0172,Consumer,Tier-3,Aurora PostgreSQL,13.12,db.r7g.4xlarge,1000,No,3,DBA Team,DBA-L3,Medium,60,1,CC1172,Quarterly
aur-0173,cluster-0173,STG,us-east-1,app-0173,Platform,Tier-3,Aurora PostgreSQL,14.9,db.r7g.2xlarge,500,No,5,Platform Team,DBA-L3,Medium,15,15,CC1173,Monthly
aur-0174,cluster-0174,PROD,us-west-2,app-0174,Finance,Tier-2,Aurora PostgreSQL,15.7,db.r7g.large,100,Yes,1,DBA Team,DBA-L3,Medium,15,1,CC1174,Quarterly
aur-0175,cluster-0175,QA,us-east-2,app-0175,Consumer,Tier-3,Aurora PostgreSQL,13.12,db.r7g.large,4000,Yes,4,Platform Team,DBA-L3,High,15,15,CC1175,Monthly
aur-0176,cluster-0176,QA,us-west-2,app-0176,Retail,Tier-3,Aurora PostgreSQL,14.9,db.r7g.8xlarge,1000,No,5,DBA Team,DBA-L3,Critical,30,15,CC1176,Quarterly
aur-0177,cluster-0177,DEV,us-west-2,app-0177,Consumer,Tier-1,Aurora PostgreSQL,14.9,db.r7g.2xlarge,4000,Yes,3,SRE Team,DBA-L3,High,30,5,CC1177,Quarterly
aur-0178,cluster-0178,PROD,us-east-2,app-0178,Platform,Tier-3,Aurora PostgreSQL,16.4,db.r7g.xlarge,2000,No,8,DBA Team,DBA-L3,High,30,15,CC1178,Quarterly
aur-0179,cluster-0179,STG,us-east-1,app-0179,Consumer,Tier-3,Aurora PostgreSQL,13.12,db.r7g.2xlarge,100,No,2,DBA Team,DBA-L3,High,30,1,CC1179,Monthly
aur-0180,cluster-0180,PROD,us-west-2,app-0180,Platform,Tier-1,Aurora PostgreSQL,16.4,db.r7g.large,250,Yes,5,Platform Team,DBA-L3,Critical,30,5,CC1180,Quarterly
aur-0181,cluster-0181,STG,eu-west-1,app-0181,Platform,Tier-3,Aurora PostgreSQL,16.4,db.r7g.8xlarge,1000,Yes,2,SRE Team,DBA-L3,Critical,30,1,CC1181,Monthly
aur-0182,cluster-0182,QA,ap-south-1,app-0182,Retail,Tier-2,Aurora PostgreSQL,15.7,db.r7g.xlarge,250,Yes,3,DBA Team,DBA-L3,Critical,15,15,CC1182,Quarterly
aur-0183,cluster-0183,QA,eu-west-1,app-0183,Consumer,Tier-1,Aurora PostgreSQL,13.12,db.r7g.4xlarge,2000,Yes,6,DBA Team,DBA-L3,Medium,30,5,CC1183,Quarterly
aur-0184,cluster-0184,QA,ap-south-1,app-0184,Retail,Tier-1,Aurora PostgreSQL,13.12,db.r7g.8xlarge,1000,No,6,DBA Team,DBA-L3,Medium,15,15,CC1184,Monthly
aur-0185,cluster-0185,PROD,us-east-1,app-0185,Finance,Tier-1,Aurora PostgreSQL,16.4,db.r7g.8xlarge,1000,Yes,1,DBA Team,DBA-L3,Critical,60,5,CC1185,Quarterly
aur-0186,cluster-0186,DEV,eu-west-1,app-0186,Consumer,Tier-1,Aurora PostgreSQL,14.9,db.r7g.8xlarge,250,No,8,SRE Team,DBA-L3,Medium,60,1,CC1186,Quarterly
aur-0187,cluster-0187,STG,us-east-1,app-0187,Finance,Tier-2,Aurora PostgreSQL,13.12,db.r7g.4xlarge,500,No,3,SRE Team,DBA-L3,High,30,5,CC1187,Quarterly
aur-0188,cluster-0188,UAT,us-west-2,app-0188,Platform,Tier-3,Aurora PostgreSQL,13.12,db.r7g.large,100,No,5,DBA Team,DBA-L3,Medium,30,1,CC1188,Monthly
aur-0189,cluster-0189,UAT,us-west-2,app-0189,Finance,Tier-3,Aurora PostgreSQL,13.12,db.r7g.large,100,No,8,SRE Team,DBA-L3,Medium,30,1,CC1189,Quarterly
aur-0190,cluster-0190,PROD,us-east-1,app-0190,Finance,Tier-2,Aurora PostgreSQL,14.9,db.r7g.8xlarge,2000,No,5,Platform Team,DBA-L3,Critical,15,15,CC1190,Quarterly
aur-0191,cluster-0191,PROD,ap-south-1,app-0191,Consumer,Tier-1,Aurora PostgreSQL,13.12,db.r7g.xlarge,1000,Yes,3,SRE Team,DBA-L3,Medium,30,5,CC1191,Quarterly
aur-0192,cluster-0192,DEV,us-east-1,app-0192,Finance,Tier-2,Aurora PostgreSQL,14.9,db.r7g.xlarge,250,No,5,SRE Team,DBA-L3,Critical,30,5,CC1192,Monthly
aur-0193,cluster-0193,PROD,us-east-2,app-0193,Finance,Tier-3,Aurora PostgreSQL,13.12,db.r7g.xlarge,2000,No,1,DBA Team,DBA-L3,High,15,1,CC1193,Monthly
aur-0194,cluster-0194,UAT,us-west-2,app-0194,Finance,Tier-1,Aurora PostgreSQL,13.12,db.r7g.large,500,Yes,3,SRE Team,DBA-L3,Medium,15,15,CC1194,Quarterly
aur-0195,cluster-0195,DEV,us-west-2,app-0195,Platform,Tier-3,Aurora PostgreSQL,13.12,db.r7g.8xlarge,500,No,5,Platform Team,DBA-L3,Critical,60,1,CC1195,Monthly
aur-0196,cluster-0196,DEV,us-east-2,app-0196,Platform,Tier-3,Aurora PostgreSQL,13.12,db.r7g.8xlarge,2000,Yes,8,DBA Team,DBA-L3,Critical,30,1,CC1196,Quarterly
aur-0197,cluster-0197,UAT,us-east-1,app-0197,Finance,Tier-2,Aurora PostgreSQL,14.9,db.r7g.8xlarge,250,Yes,7,DBA Team,DBA-L3,Critical,30,5,CC1197,Quarterly
aur-0198,cluster-0198,UAT,us-west-2,app-0198,Retail,Tier-2,Aurora PostgreSQL,16.4,db.r7g.xlarge,4000,No,7,SRE Team,DBA-L3,Medium,15,1,CC1198,Quarterly
aur-0199,cluster-0199,QA,us-west-2,app-0199,Retail,Tier-3,Aurora PostgreSQL,13.12,db.r7g.2xlarge,2000,Yes,4,Platform Team,DBA-L3,Medium,60,5,CC1199,Monthly
aur-0200,cluster-0200,UAT,us-west-2,app-0200,Finance,Tier-1,Aurora PostgreSQL,14.9,db.r7g.large,1000,No,0,Platform Team,DBA-L3,Critical,60,5,CC1200,Quarterly
aur-0201,cluster-0201,DEV,ap-south-1,app-0201,Finance,Tier-3,Aurora PostgreSQL,14.9,db.r7g.xlarge,250,No,3,Platform Team,DBA-L3,Critical,60,5,CC1201,Quarterly
aur-0202,cluster-0202,DEV,us-east-1,app-0202,Consumer,Tier-1,Aurora PostgreSQL,13.12,db.r7g.4xlarge,2000,Yes,7,Platform Team,DBA-L3,High,15,1,CC1202,Monthly
aur-0203,cluster-0203,DEV,us-west-2,app-0203,Platform,Tier-1,Aurora PostgreSQL,14.9,db.r7g.2xlarge,100,Yes,0,SRE Team,DBA-L3,Medium,15,5,CC1203,Monthly
aur-0204,cluster-0204,DEV,eu-west-1,app-0204,Platform,Tier-1,Aurora PostgreSQL,14.9,db.r7g.8xlarge,1000,Yes,1,DBA Team,DBA-L3,Medium,30,5,CC1204,Quarterly
aur-0205,cluster-0205,STG,us-east-1,app-0205,Platform,Tier-1,Aurora PostgreSQL,16.4,db.r7g.4xlarge,100,No,0,SRE Team,DBA-L3,Medium,60,1,CC1205,Monthly
aur-0206,cluster-0206,STG,us-east-1,app-0206,Platform,Tier-1,Aurora PostgreSQL,14.9,db.r7g.8xlarge,2000,No,4,SRE Team,DBA-L3,High,15,5,CC1206,Quarterly
aur-0207,cluster-0207,STG,us-east-1,app-0207,Finance,Tier-2,Aurora PostgreSQL,14.9,db.r7g.2xlarge,500,No,6,SRE Team,DBA-L3,Critical,30,1,CC1207,Monthly
aur-0208,cluster-0208,DEV,us-west-2,app-0208,Platform,Tier-2,Aurora PostgreSQL,13.12,db.r7g.8xlarge,500,Yes,0,SRE Team,DBA-L3,High,60,5,CC1208,Quarterly
aur-0209,cluster-0209,QA,us-east-2,app-0209,Consumer,Tier-2,Aurora PostgreSQL,13.12,db.r7g.4xlarge,500,No,3,Platform Team,DBA-L3,Critical,15,1,CC1209,Monthly
aur-0210,cluster-0210,PROD,us-west-2,app-0210,Retail,Tier-3,Aurora PostgreSQL,13.12,db.r7g.8xlarge,100,No,1,Platform Team,DBA-L3,Medium,15,1,CC1210,Monthly
aur-0211,cluster-0211,UAT,us-east-1,app-0211,Consumer,Tier-3,Aurora PostgreSQL,13.12,db.r7g.large,100,Yes,5,Platform Team,DBA-L3,High,15,15,CC1211,Quarterly
aur-0212,cluster-0212,DEV,eu-west-1,app-0212,Platform,Tier-3,Aurora PostgreSQL,14.9,db.r7g.8xlarge,500,No,0,DBA Team,DBA-L3,High,15,1,CC1212,Monthly
aur-0213,cluster-0213,PROD,ap-south-1,app-0213,Consumer,Tier-3,Aurora PostgreSQL,15.7,db.r7g.8xlarge,1000,No,2,DBA Team,DBA-L3,Critical,30,5,CC1213,Monthly
aur-0214,cluster-0214,QA,ap-south-1,app-0214,Consumer,Tier-3,Aurora PostgreSQL,14.9,db.r7g.large,100,Yes,5,DBA Team,DBA-L3,High,30,5,CC1214,Monthly
aur-0215,cluster-0215,UAT,us-east-1,app-0215,Consumer,Tier-2,Aurora PostgreSQL,13.12,db.r7g.large,1000,No,5,Platform Team,DBA-L3,Critical,15,15,CC1215,Monthly
aur-0216,cluster-0216,UAT,us-east-2,app-0216,Retail,Tier-1,Aurora PostgreSQL,13.12,db.r7g.2xlarge,500,Yes,5,Platform Team,DBA-L3,High,15,1,CC1216,Monthly
aur-0217,cluster-0217,DEV,ap-south-1,app-0217,Finance,Tier-2,Aurora PostgreSQL,13.12,db.r7g.8xlarge,1000,No,0,SRE Team,DBA-L3,Medium,15,1,CC1217,Monthly
aur-0218,cluster-0218,DEV,us-east-1,app-0218,Finance,Tier-3,Aurora PostgreSQL,14.9,db.r7g.4xlarge,500,Yes,8,SRE Team,DBA-L3,Critical,60,5,CC1218,Monthly
aur-0219,cluster-0219,QA,us-east-1,app-0219,Finance,Tier-1,Aurora PostgreSQL,13.12,db.r7g.xlarge,2000,Yes,6,SRE Team,DBA-L3,High,60,1,CC1219,Quarterly
aur-0220,cluster-0220,UAT,us-east-1,app-0220,Consumer,Tier-1,Aurora PostgreSQL,14.9,db.r7g.8xlarge,100,Yes,3,Platform Team,DBA-L3,Critical,60,1,CC1220,Monthly
aur-0221,cluster-0221,STG,eu-west-1,app-0221,Retail,Tier-3,Aurora PostgreSQL,13.12,db.r7g.large,250,Yes,1,Platform Team,DBA-L3,High,30,15,CC1221,Quarterly
aur-0222,cluster-0222,PROD,us-east-2,app-0222,Platform,Tier-1,Aurora PostgreSQL,13.12,db.r7g.2xlarge,100,No,5,Platform Team,DBA-L3,Critical,15,1,CC1222,Monthly
aur-0223,cluster-0223,UAT,ap-south-1,app-0223,Consumer,Tier-1,Aurora PostgreSQL,15.7,db.r7g.2xlarge,100,No,1,DBA Team,DBA-L3,Medium,15,15,CC1223,Monthly
aur-0224,cluster-0224,DEV,us-east-2,app-0224,Retail,Tier-2,Aurora PostgreSQL,15.7,db.r7g.xlarge,2000,No,5,SRE Team,DBA-L3,Medium,30,15,CC1224,Monthly
aur-0225,cluster-0225,PROD,us-east-1,app-0225,Retail,Tier-2,Aurora PostgreSQL,13.12,db.r7g.large,2000,Yes,3,SRE Team,DBA-L3,Critical,60,5,CC1225,Quarterly
aur-0226,cluster-0226,STG,us-east-1,app-0226,Finance,Tier-1,Aurora PostgreSQL,14.9,db.r7g.4xlarge,4000,Yes,2,SRE Team,DBA-L3,Critical,60,15,CC1226,Monthly
aur-0227,cluster-0227,QA,us-west-2,app-0227,Finance,Tier-1,Aurora PostgreSQL,14.9,db.r7g.4xlarge,250,Yes,5,DBA Team,DBA-L3,Medium,15,1,CC1227,Quarterly
aur-0228,cluster-0228,STG,us-west-2,app-0228,Retail,Tier-1,Aurora PostgreSQL,16.4,db.r7g.large,1000,Yes,3,DBA Team,DBA-L3,Medium,30,5,CC1228,Monthly
aur-0229,cluster-0229,QA,us-east-2,app-0229,Platform,Tier-1,Aurora PostgreSQL,13.12,db.r7g.xlarge,2000,Yes,4,Platform Team,DBA-L3,High,15,15,CC1229,Monthly
aur-0230,cluster-0230,QA,us-east-1,app-0230,Retail,Tier-2,Aurora PostgreSQL,13.12,db.r7g.2xlarge,500,No,8,DBA Team,DBA-L3,Medium,60,5,CC1230,Quarterly
aur-0231,cluster-0231,UAT,us-west-2,app-0231,Consumer,Tier-2,Aurora PostgreSQL,13.12,db.r7g.2xlarge,250,No,4,Platform Team,DBA-L3,High,30,1,CC1231,Quarterly
aur-0232,cluster-0232,DEV,us-east-1,app-0232,Platform,Tier-2,Aurora PostgreSQL,14.9,db.r7g.xlarge,250,No,6,SRE Team,DBA-L3,Medium,60,5,CC1232,Monthly
aur-0233,cluster-0233,DEV,us-west-2,app-0233,Retail,Tier-2,Aurora PostgreSQL,14.9,db.r7g.4xlarge,1000,Yes,3,SRE Team,DBA-L3,High,15,5,CC1233,Monthly
aur-0234,cluster-0234,DEV,us-east-2,app-0234,Consumer,Tier-3,Aurora PostgreSQL,16.4,db.r7g.large,100,Yes,3,SRE Team,DBA-L3,Medium,60,1,CC1234,Monthly
aur-0235,cluster-0235,UAT,eu-west-1,app-0235,Finance,Tier-1,Aurora PostgreSQL,15.7,db.r7g.4xlarge,100,Yes,0,Platform Team,DBA-L3,High,30,15,CC1235,Quarterly
aur-0236,cluster-0236,STG,us-west-2,app-0236,Retail,Tier-3,Aurora PostgreSQL,13.12,db.r7g.2xlarge,4000,Yes,5,SRE Team,DBA-L3,Critical,30,5,CC1236,Monthly
aur-0237,cluster-0237,PROD,ap-south-1,app-0237,Consumer,Tier-3,Aurora PostgreSQL,14.9,db.r7g.4xlarge,100,No,3,SRE Team,DBA-L3,Medium,30,1,CC1237,Monthly
aur-0238,cluster-0238,DEV,ap-south-1,app-0238,Finance,Tier-2,Aurora PostgreSQL,16.4,db.r7g.4xlarge,4000,Yes,7,DBA Team,DBA-L3,Medium,60,15,CC1238,Monthly
aur-0239,cluster-0239,UAT,us-west-2,app-0239,Retail,Tier-3,Aurora PostgreSQL,15.7,db.r7g.8xlarge,250,No,5,SRE Team,DBA-L3,High,30,1,CC1239,Quarterly
aur-0240,cluster-0240,STG,us-east-1,app-0240,Consumer,Tier-1,Aurora PostgreSQL,16.4,db.r7g.4xlarge,100,No,2,SRE Team,DBA-L3,Critical,30,5,CC1240,Monthly
aur-0241,cluster-0241,PROD,us-east-1,app-0241,Retail,Tier-1,Aurora PostgreSQL,15.7,db.r7g.4xlarge,100,Yes,8,Platform Team,DBA-L3,Medium,30,1,CC1241,Monthly
aur-0242,cluster-0242,DEV,eu-west-1,app-0242,Platform,Tier-2,Aurora PostgreSQL,16.4,db.r7g.2xlarge,250,Yes,8,Platform Team,DBA-L3,High,60,5,CC1242,Quarterly
aur-0243,cluster-0243,DEV,us-east-1,app-0243,Platform,Tier-1,Aurora PostgreSQL,14.9,db.r7g.xlarge,2000,No,5,SRE Team,DBA-L3,Critical,60,15,CC1243,Monthly
aur-0244,cluster-0244,QA,us-east-2,app-0244,Finance,Tier-2,Aurora PostgreSQL,15.7,db.r7g.2xlarge,500,Yes,7,DBA Team,DBA-L3,Critical,15,5,CC1244,Monthly
aur-0245,cluster-0245,DEV,ap-south-1,app-0245,Finance,Tier-2,Aurora PostgreSQL,15.7,db.r7g.xlarge,100,No,1,Platform Team,DBA-L3,Critical,60,5,CC1245,Quarterly
aur-0246,cluster-0246,DEV,us-east-2,app-0246,Finance,Tier-2,Aurora PostgreSQL,15.7,db.r7g.4xlarge,250,Yes,4,Platform Team,DBA-L3,Critical,15,15,CC1246,Monthly
aur-0247,cluster-0247,UAT,us-east-1,app-0247,Platform,Tier-2,Aurora PostgreSQL,13.12,db.r7g.8xlarge,4000,No,3,Platform Team,DBA-L3,Critical,60,1,CC1247,Monthly
aur-0248,cluster-0248,UAT,eu-west-1,app-0248,Finance,Tier-3,Aurora PostgreSQL,14.9,db.r7g.8xlarge,2000,No,1,Platform Team,DBA-L3,Medium,60,1,CC1248,Quarterly
aur-0249,cluster-0249,DEV,us-west-2,app-0249,Retail,Tier-2,Aurora PostgreSQL,16.4,db.r7g.xlarge,100,No,3,DBA Team,DBA-L3,Medium,30,15,CC1249,Monthly
aur-0250,cluster-0250,DEV,us-east-1,app-0250,Retail,Tier-3,Aurora PostgreSQL,14.9,db.r7g.large,500,No,2,SRE Team,DBA-L3,High,30,5,CC1250,Monthly
aur-0251,cluster-0251,STG,ap-south-1,app-0251,Consumer,Tier-1,Aurora PostgreSQL,14.9,db.r7g.xlarge,4000,Yes,6,SRE Team,DBA-L3,Medium,15,1,CC1251,Quarterly
aur-0252,cluster-0252,QA,eu-west-1,app-0252,Retail,Tier-2,Aurora PostgreSQL,13.12,db.r7g.8xlarge,250,No,1,DBA Team,DBA-L3,High,30,5,CC1252,Monthly
aur-0253,cluster-0253,PROD,us-east-1,app-0253,Platform,Tier-3,Aurora PostgreSQL,15.7,db.r7g.4xlarge,250,No,2,DBA Team,DBA-L3,Medium,15,5,CC1253,Monthly
aur-0254,cluster-0254,UAT,us-west-2,app-0254,Consumer,Tier-2,Aurora PostgreSQL,15.7,db.r7g.xlarge,250,Yes,4,Platform Team,DBA-L3,High,30,5,CC1254,Monthly
aur-0255,cluster-0255,UAT,us-west-2,app-0255,Retail,Tier-1,Aurora PostgreSQL,14.9,db.r7g.xlarge,500,Yes,8,DBA Team,DBA-L3,Critical,30,1,CC1255,Monthly
aur-0256,cluster-0256,QA,eu-west-1,app-0256,Finance,Tier-3,Aurora PostgreSQL,16.4,db.r7g.4xlarge,2000,No,3,Platform Team,DBA-L3,Critical,15,1,CC1256,Monthly
aur-0257,cluster-0257,DEV,ap-south-1,app-0257,Finance,Tier-2,Aurora PostgreSQL,14.9,db.r7g.8xlarge,2000,Yes,6,SRE Team,DBA-L3,Medium,15,5,CC1257,Quarterly
aur-0258,cluster-0258,UAT,us-east-1,app-0258,Finance,Tier-1,Aurora PostgreSQL,15.7,db.r7g.large,250,Yes,8,DBA Team,DBA-L3,High,15,5,CC1258,Quarterly
aur-0259,cluster-0259,PROD,ap-south-1,app-0259,Retail,Tier-1,Aurora PostgreSQL,16.4,db.r7g.8xlarge,100,Yes,8,Platform Team,DBA-L3,Critical,15,15,CC1259,Monthly
aur-0260,cluster-0260,STG,ap-south-1,app-0260,Retail,Tier-3,Aurora PostgreSQL,15.7,db.r7g.4xlarge,4000,No,6,SRE Team,DBA-L3,Medium,60,5,CC1260,Monthly
aur-0261,cluster-0261,PROD,ap-south-1,app-0261,Consumer,Tier-2,Aurora PostgreSQL,13.12,db.r7g.4xlarge,4000,No,6,Platform Team,DBA-L3,Critical,15,15,CC1261,Quarterly
aur-0262,cluster-0262,STG,us-west-2,app-0262,Retail,Tier-1,Aurora PostgreSQL,16.4,db.r7g.2xlarge,1000,No,6,Platform Team,DBA-L3,Medium,60,15,CC1262,Monthly
aur-0263,cluster-0263,UAT,us-east-2,app-0263,Consumer,Tier-3,Aurora PostgreSQL,13.12,db.r7g.xlarge,1000,Yes,0,SRE Team,DBA-L3,High,15,5,CC1263,Quarterly
aur-0264,cluster-0264,QA,eu-west-1,app-0264,Consumer,Tier-2,Aurora PostgreSQL,16.4,db.r7g.4xlarge,100,Yes,8,DBA Team,DBA-L3,High,30,5,CC1264,Monthly
aur-0265,cluster-0265,UAT,ap-south-1,app-0265,Platform,Tier-3,Aurora PostgreSQL,13.12,db.r7g.xlarge,4000,Yes,8,SRE Team,DBA-L3,High,30,5,CC1265,Quarterly
aur-0266,cluster-0266,UAT,us-west-2,app-0266,Retail,Tier-2,Aurora PostgreSQL,15.7,db.r7g.xlarge,2000,No,3,Platform Team,DBA-L3,Medium,60,15,CC1266,Quarterly
aur-0267,cluster-0267,PROD,us-east-1,app-0267,Finance,Tier-3,Aurora PostgreSQL,13.12,db.r7g.large,100,No,4,DBA Team,DBA-L3,High,15,5,CC1267,Monthly
